Image_link-href,Details,Prix,Adresse
https://www.dakarvente.com/annonce-982-des-terrains-a-vendre.html,"Terrains de 150m2 NIAKOUL RAP, coté école bilingue américain et pas loin du camp français, à distraire d'un titre foncier global. Prix: 5 millions....

Terrain 180m2 construit jusqu'avant coulage, Keur Massar coté Mbeubeuss, titre foncier. Prix: 8.000.000F...

Terrain 186m2 bail KEUR MBAYE FALL, TOLL DIAZ, 1ère position sur la route, zone hahitée à 99%, accès facile par le péage ou par la route nationale. Prix: 8millions

Terrain 150m2 Keur Massar coté terminus 11, Dinguiray, titre bail. Prix: 8.000.000f

Terrains 150m2 entre DIAKHAYE-TIVAOUNE PEULH, Titre foncier, Prix: 5.000.000F

Terrain 150m2 YOFF, route de l'aeroport. Prix: 27.000.000f....

Terrain 400m2 YOFF LAYENNE, Prix: 40.000.000F...

Terrain de 300m2 à SENDOU, pas loin de la plage. Prix, 5,5millions... 

Terrain 1200m2 à FANN EN FACE DE LA PLAGE. PRIX: 850millions....

Terrain de 300m2 MAMELLES, commercial angle,T. F individuel. Prix: 100millions... 

Terrain 180m2 OUAKAM, cité avion, TF. Prix 30millions...

Terrain 300m2 ZAC MBAO extension, sortie péage 9, Bail .Prix : 22millions...

Terrain 180m2 ZAC MBAO extension, sortie péage 9, Bail .Prix : 10millions...

Terrain 150m2 ZAC MBAO coté Brioche dorée, TF, Prix: 12millions...

Terrain 160m2 NDIAKOURAPE coté marché boubess Prix: 4.000 000 f....

Terrain 150m2 à 300m2 NDIAKHIRATE, TF .Prix : 5millions et 13millions...

Terrain 150m2 KEUR NDIAYE LO, TF .Prix : 5millions....

Terrain 150m2 KEUR MASSAR, TF .Prix : 11millions....

Terrain 150m2 TIVAOUNE PEULH APIX, TF .Prix : 13millions.....

Terrain 150m2 NOFLAYE, TF .Prix : 4millions....

Terrain 150m2 NDIAKHIRATE, TF .Prix : 5millions....

Terrain 150m2 NDIAKHIRATE, Délibération .Prix : 1,500 et 3millions.....

Terrain 150m2 , LAC ROSE .Prix : 1millions200.....

Terrain 200m2 DIASS, Délibération .Prix : 2millions.....

Terrain 150m2 DOUGAR, Délibération .Prix : 1millions800....

44 Ha à DIAMNIADIO, Titre foncier, Prix: 45000f le m2

25 Ha LA ROUTE DE MBOUR, 1er position; Bail, Prix: 25000f le m2

15 Ha à DIAMNIADIO, dérriére Hopital des enfants, bail, 25000f le m2

14 Ha entre TIVAOUNE PEULH et NIAGUE, Bail, Prix: 10000f le m2



CONTACT 77 506 70 90",10000.0,Plateau
https://www.dakarvente.com/annonce-996-diass-aeroport-thicky-terrains-a-vendre.html,"Diass Terrain 180m² À 1.500.000Frs ( Occasion À Saisir) 

Situé Situé à côté du pont du péage et de la route national ( Thicky), Lotissement de 300 Parcelles de 180m² Délimité et Borné, papier délibération Individuel , Bazars Lot de 10 Terrains Seulement , Offre Limiter Seulement Une Semaine, ( Regardez les Videos ) Visite et Infos appelez nous",1500000.0,Plateau
https://www.dakarvente.com/annonce-998-diamniadio-lot-de-terrains-a-vendre.html,"Diamniadio a 300 mètre du Pole Urbain de Diamniadio, Accessible, Zone Calme et très bien située , Lot de 300 Terrains Avec Délibération individuel , avec possibilité d'introduire de suite , le Bail Individuel, Terrains de 150m², 300m² Ou Plus , Zone en cour d'Habitation, Bornée et délimité, située à 3 minutes du centre International Abdou Diouf, de l'université de Dakar, de Dakar Aréna Basket Club et de L'hôtel Radisson, à 10 minutes de l'aéroport de Diass, occasion à saisir, Idéal Pour Investissement . Nous contacter pour d'amples informations ( Par Parcelle de 150m² ) Infos Complementaires, nous appelez",4000000.0,Plateau
https://www.dakarvente.com/annonce-1000-diass-aeroport-landou-terrains-a-vendre.html,"Diass Aéroport ( Landou) Face À péage et Vue Direct Sur l'aéroport,accessible et très bien placé, Lot de Terrains de 225m avec possibilité de cumuler des parcelles, papier délibération individuel, prix de vente Occasion à Saisir,  ( accès eau et électricité Facil) Possibilité de Crédit , Infos",3500000.0,Plateau
https://www.dakarvente.com/annonce-1001-rufisque-terrain-190m-a-vendre.html,"Rufisque Cité Sococim, A Coté du Péage Sortie N°10, Echangeur Youssou Margane , proche de Sédima et du Central Electrique de Kounoune, Lot de 3 Parcelles de 190m² ( par terrain) Zone habité , Accessible Zone Calme et très bien située,zone hors activités commerciales, Zone très recherchée Avec Bail Individuel, Idéal Pour Investissement ( Un Bon Investissement pour l'avenir c'est possible aujourd’hui ),regardez les photos, ci joint , Pour les Informations Complémentaires, Nous Contacter",9000000.0,Plateau
https://www.dakarvente.com/annonce-1054-promotion-magal-touba-2018-terrains-a-vendre.html,"PROMOTION MAGAL TOUBA 2018

3 TERRAINS ACHETÉS - 1 OFFERT

Sebikhotane - Diass Aéroport - Yenne Kao 

Diamniadio - Keur Moussé - Lac Rose 

Plus D'infos Appelez Nous +221 33 868 33 10 

Téléphone & Watshapp : +221 77 472 39 46",1700000.0,Plateau
https://www.dakarvente.com/annonce-1055-ndayane-terrain-400m-vue-mer-a-vendre.html,"Ndayane Rte de Toubab Diaw, Juste à Côté de Hôtel Pierre de Lisse, Terrain Situé ên Hauteur,Avec Vue Mer, Terrain de 400m² Accessible et Zone Calme, Idéal Pour Seconde Résidence Ou Projet Immobilier, Regardez Sur la Carte, Prix de Vente 12 Million Négociable, Infos Complémentaires",12000000.0,Mbour
https://www.dakarvente.com/annonce-1058-promotion-terrain-diass-aroport.html,"Diass Terrain 180m² À 1.500.000Frs ( Occasion À Saisir) 

Situé Situé à côté du pont du péage et de la route national ( Thicky), Lotissement de 300 Parcelles de 180m² Délimité et Borné, papier délibération Individuel , Bazars Lot de 10 Terrains Seulement , Offre Limiter Seulement Un Mois ( Regardez les Videos ) Visite et Infos",1500000.0,Plateau
https://www.dakarvente.com/annonce-1066-almadie-lot-de-terrains-a-vendre.html,"Almadie Zone de Recasement 1 Derrière Philippe Morris et non loin de la Brioche Dore, Lot de 12 Parcelles de 200m² a 300m² Bail Individuel ( Zone Socabeg) Viabilisé(eau électricité assainissement et route ) Idéal. Pour Investissement Prix de Vente 300.000Frs/m² - Infos Complémentaires,appelez nous",60000000.0,Plateau
https://www.dakarvente.com/annonce-1067-yeumbeule-terrains-a-vendre.html,"Yeumbeule Comico Lot de 12 Parcelles de 150m² à 250m² À vendre Titre Foncier, Prix de Vente 65.000Frs/m², Zone Habites,Accessible et Très bien situé. Idéal. Pour Une Villa Pour Usage D'habitation ou Immeuble avec valeur Locatif, Zone avec sol dior, non inondable, Plus d'infos, appelez nous",9500000.0,Plateau
https://www.dakarvente.com/annonce-1068-promotion-terrains-magal-touba-2018.html,"OCCASION À SAISIR - PROMOTION MAGAL TOUBA 2018

3 TERRAINS ACHETÉS - 1 OFFERT

Sebikhotane Lot de 180m² - Diass Aéroport Lot de 225m² - Yenne Kao Lot de 180m²

Diamniadio Lot de 150m² - Keur Moussé Lot de 180m² - Lac Rose Lot de 150m²

Achetez 3 Terrains - Un Terrain Offert - Offre Valable jusqu'au 22 Octobre 2018

Prix Nous Consulter , Infos Complémentaires Appelez Nous, Idéal Pour Investissement ( Un Bon Investissement pour l'avenir c'est possible aujourd’hui )

les photos par endroit disponible a la demande , prix par zone , nous consulter , Pour les Informations Complémentaires, Nous Contacter",1700000.0,Plateau
https://www.dakarvente.com/annonce-851-urgence-terrains-100-parcelles-tivaoune-peulh-cot-vdn.html,"Bonjour je vends 100 parcelles à Tivaoune Peulh coté VDN, titre délibération",2700000.0,Plateau
https://www.dakarvente.com/annonce-850-terrains-tf-bambilor.html,10 ha et 23 ha de parcelles situées à Bambilor avev titre foncier. Prix; 15000f le m2,15000.0,Plateau
https://www.dakarvente.com/annonce-1252-terrain-a-vendre.html,"Lots de terrains bien placés a vendre au lac rose prés de la cité socabec rufisque , dans un site calme et acccessible. 

Pour plus d'information veillez nous contacter au 338644861 ou au 785216363.

Nous sommes au 8635 C , sacre coeur 2",1500000.0,Rufisque
https://www.dakarvente.com/annonce-1278-vente-de-terrain.html,2 HECTAR A NGUERIGNE ZONE ACCESSIBLE  HABITES PAS LOIN DE NGAPAROU LES TERRAINS SONT PLATS FACILE A EXPLOITE,200000000.0,Mbour
https://www.dakarvente.com/annonce-1404-terrains-a-vendre-a-ndiakhirate.html,"Salam nous vendons 100 terrains bail, dont 50 à l'interieur de Ndiakhirate à raison de 2.500.000 f par parcelle et 50 autres sur Ndiakhirates extension à raison de 1.500.000 f par parcelle.

Contact. 762745639 / 775067090",1500000.0,Rufisque
https://www.dakarvente.com/annonce-1500-terrains-tivaoune-peulh-prs-de-la-plage.html,"Salam nous vendons des terrains bien placès à Tivaoune Peulh, à la cité namora coté de la plage, pas loin de la VDN, site habité,  très accessible avec toutes les conformités. Bonne opportunité à saisir à un bon prix 3.600.000 pour 150m2. Il en reste pas beaucoup.",3600000.0,Plateau
https://www.dakarvente.com/annonce-1501-terrains-diakhaye-cit-safco.html,"Salam nous vendons des terrains bien placès à DIAKHAYE ( keur Massar) cité Safco, site viabilisé,  eau et electricité disponible. Bonne opportunité à saisir à un bon prix 4.500.000f.",4500000.0,Plateau
https://www.dakarvente.com/annonce-1526-terrain.html,Terrain a vendre à lac rose  face VDN 150m2 titre foncé.pour plus info veillez m'applez,4000000.0,Plateau
https://www.dakarvente.com/annonce-1822-verger-07-ha-vers-tivaouane.html,"erger de 07 hectares vers tivaouane soit 70.000 m²

type: fruitier et maraîcher

qualité du sol : moyen

État du verger : opérationnel et rentable

profondeur puits dans la zone : 15 mètres

profondeur mini forage dans zone : 30 mètres

profondeur mini forage dans zone : 78 mètres

dispose de :

280 manguiers en productions

250 citronniers en productions

01 enclos pour bétail de 900 m²

01 chambre gardien 24 m²

01 chambres 6 lits

02 toilettes

01 poulailler en construction

verger accessible à partir de la route nationale 2 vers saint louis

sur piste de 200 mètres à hauteur de keur bamba ndoye. 

Contact au 777786868",60000000.0,Plateau
https://www.dakarvente.com/annonce-1910-terrains-bambilor-kounoune-sendou-keur-moussa.html,"Salam, nous vendons des terrains biens placés dans les zones suivantes: 

SENDOU, 300m2, titre administratif, bonne opportunité, zone calme à coté de la mer et pas loin du pole urbain de Diamniadio. Prix. 3.700.000f.

BAMBILOR, 150m2 ou 300m2 face cité comico, titre administratif, viabilisés eau et électricité, bien placés. Prix. 2.500.000/150m2.

KOUNOUNE, titre foncier, coopérative du Port Autonome de Dakar, face marine française. bonne opportunité, zone calme et accessible. Prix: 7.000.000f.

Keur Moussa, 225m2 à 450m2 près de Dangote avec titre administratif à 1.500.000f",2700000.0,Plateau
https://www.dakarvente.com/annonce-2113-ouakam-terrain.html,Nous vous proposons cette belle opportunité terrain à vendre à ouakam cité avion zone déjà habité non loin de la route principale.,35000000.0,Plateau
https://www.dakarvente.com/annonce-2227-verger-de-1-hectar-a-vendre-bayakhe.html,Verger de 1 hectar a vendre environ 300 pieds de manguiers en production 450 jeunes pieds de papaye en production un puits equipe de systeme pompage solaire fonctionnel et chambre gerant.,30000000.0,Mbour
https://www.dakarvente.com/annonce-2379-terrains-225m2-yenn-vue-sur-mer-et-aroport-aibd.html,"Bonjour, cause besoin urgent Particulier vend un lot de 6 terrains de 225m2 à Yenn - Diass, Vue sur la mer et l'aéroport Blaise Diagne. Très bonne opportunité à saisir. Prix. 1.200.000 par parcelle. 

contact. 76 274 56 39",1300000.0,Rufisque
https://www.dakarvente.com/annonce-2381-terrain-150m2-titre-foncier-kounoune.html,"Un particulier vend un terrain de 150 m2 situé à Kounoune avec titre foncier. Coopérative du Port autonome de dakar, face marine française dans une zone calme et accessible. contact. 76 274 56 39",7500000.0,Rufisque
https://www.dakarvente.com/annonce-2490-terrains-225m2-yenn-vue-sur-mer-et-aroport-aibd.html,"Bonjour, cause besoin urgent Particulier vend un lot de 6 terrains de 225m2 à Yenn - Diass, Vue sur la mer et l'aéroport Blaise Diagne. Très bonne opportunité à saisir. Mutation directe. contact. 775067090",1300000.0,Diamniadio
https://www.dakarvente.com/annonce-2492-a-bazarder-villa-neuve-tivaoune-peulh.html,"Salam cause besoin urgent, Particulier bazarde cette villa neuve de 150m2 située à Tivaoune peulh, près du champs du président Abdoulaye Wade. Elle est composée de 4 chambres salon cuisine, toilettes intérieur et extérieur. Papier SN HLM. Contact 775067090",1300000.0,Khar Yalla
https://www.dakarvente.com/annonce-2491-terrains-225m2-yenn-vue-sur-mer-et-aroport-aibd.html,"Bonjour, cause besoin urgent Particulier vend un lot de 6 terrains de 225m2 à Yenn - Diass, Vue sur la mer et l'aéroport Blaise Diagne. Très bonne opportunité à saisir. Mutation directe. contact. 775067090",1300000.0,Diamniadio
https://www.dakarvente.com/annonce-2634-wanterr-terrains-225m2-yenn-vue-sur-mer-et-aibd.html,"Bonjour, cause besoin urgent particulier vend un lot de 6 terrains de 225 m² à Yenn, vue sur la mer et l'aéroport Blaise Diagne. Mutation directe en acte administratif ( Délibération).Très bonne opportunité à saisir. contact 77 506 70 90 ou 76 274 56 39",1200000.0,Rufisque
https://www.dakarvente.com/annonce-2856-a-vendre-un-terrain-bourguiba.html,En vente un terrain de 1396m2 sur l’avenu Bourguiba très commercial après le bureau des impôts et domaines,750000000.0,Biscuiterie
https://www.dakarvente.com/annonce-2864-a-vendre-un-terrain-au-cap-manuel.html,"En vente un terrain en centre-ville de 3000m2 pieds dans l’eau face à l’océan atlantique sur la corniche derrière la clinique du cap, le prix du m2 voir l’annonce",1500000.0,Plateau
https://www.dakarvente.com/annonce-2932-a-vendre-un-terrain-keur-gorgui.html,En vente un terrain de 375m2 titre foncier à keur gorgui.,185000000.0,Cité Keur Gorgui
https://www.dakarvente.com/annonce-2940-terrain-10ha-agricole-vendre-saint-louis.html,"Une société vend un terrain de 10 Ha situé à Ndiawdoune, pas loin de l'université Gaston Berger, communauté rurale de Gandon, région de Saint Louis. Site propice pour projet agricole, aquaculture, élevage etc...Zone bien pourvue en eau. Très bonne opportunité. Contact 77 506 70 90 ou 77 573 24 61 ou 70 879 39 33 (whatsapp).",15000000.0,Saint Louis
https://www.dakarvente.com/annonce-2934-a-vendre-un-terrain-keur-massar.html,En vente un terrain de 150m2 titre foncier aux HLM Keur Massar,10500000.0,Keur Massar
https://www.dakarvente.com/annonce-3421-terrain-saly.html,"Salut

Un terrain de 600m² clôturé à Saly niakh niakhal à 400m de la mer à soixante millions de francs CFA UTM 28 P 284226,8E 1597341,7N. https://satellites.pro/carte_de_la_region_Thies#14.440030,-17.001565,19",60000000.0,Saly
https://www.dakarvente.com/annonce-3422-terrain-guereo.html,"Salut

Parcelles situés à lotissement guereo Mberlabo 600m² et a côté des collines de Guereo et 1,5 km de l'hôtel des manguiers de Guereo  https://satellites.pro/carte_de_Guerew#14.517949,-17.079420,16",6000000.0,Mbour
https://www.dakarvente.com/annonce-3436-terrain-en-vendre.html,Nous mettons en vente Terrain de 26 hectares TF  a vendre a Noto 5m de la route national Morolan Thiès prix  6500f / m²,6500.0,Thiès
https://www.dakarvente.com/annonce-3483-8-terrains-a-kirene-commune-de-diass.html,Nous mettrons en vente 8 terrains de 225 m² a kirene commune de diass près de autoroute mbour  Dakar a 10 minutes de ABD prix un millions Cinq-Cents,1500000.0,Thiès
https://www.dakarvente.com/annonce-3531-150-hectares-a-diamgnadio.html,Nous mettons en vente 150 hectares a Diamgnadio TF m² 25000f,25000.0,Diamniadio
https://www.dakarvente.com/annonce-3562-terrain-de-300-m-a-sebikotane.html,Nous mettons en vente un terrain de 300 m² a sebikotane non loin de la route..,6000000.0,Sébikotane
https://www.dakarvente.com/annonce-3568-4000-parcelles-de-150-m.html,"4000 parcelles 150m2  

Papier titre foncier, autorisation de lotir à (diass) 

Prix 2millions 500 par parcelles",2500000.0,Thiès
https://www.dakarvente.com/annonce-3660-200-hectares-diamniadio.html,200 hectares a vendre diamniadio titre foncier,25000.0,Diamniadio
https://www.dakarvente.com/annonce-3761-terrain-titre-foncier.html,"Terrain tf de 286m2 à la sicap rue 10 près de thiossane night

nb:

maison à démolire",105000000.0,Sicap liberté
https://www.dakarvente.com/annonce-3566-terrains-tf-vendre-keur-massar-payables-en-tranches.html,"Terrains titre foncier à vendre à Keur Massar payables en tranches très accessibles après les terrains du président Abdoulaye Wade.

Possibilité d’accéder via l’autoroute à péage ou sur le prolongement de la VDN

Plus d’information et videos sur notre site web : www.dakarhabitat.com

Nous joindre au 221 77 247 48 49",6500000.0,Keur Massar
https://www.dakarvente.com/annonce-3788-vente-terrains-300-m2-somone.html,"Dans un quartier calme à SOMONE, terrain clos de murs de 300m² avec une construction de 200m² a terminée en très bon état.",12000000.0,Somone
https://www.dakarvente.com/annonce-3840-a-vendre-un-terrain-zac-mbao.html,Nous mettons en vente un terrain de 2500m² TF à la cité Sonatel de Zac Mbao,250000000.0,Rufisque
https://www.dakarvente.com/annonce-3857-terrain-en-vendre.html,Nous mettons en vente des terrains de 150m² a Mbambilor zone déjà habitée pour plus d'infos nous contacté,2000000.0,Rufisque
https://www.dakarvente.com/annonce-3881-a-vendre-un-terrain-rufisque.html,Nous mettons en vente un terrain de 9000m² sur la route de l’hôpital Youssou Mbargane sortie 10 de l’autoroute à péage. Le prix du m² sur l’annonce,45000.0,Rufisque
https://www.dakarvente.com/annonce-3883-terrain-en-vendre.html,Nous mettons a vendre un terrain de 4000m2 a  vendre aux HLM montagne Dakar 600000f le m2,600000.0,HLM
https://www.dakarvente.com/annonce-3913-a-vendre-un-terrain-sur-le-prolongement-de-vdn.html,Nous mettons en vente un terrain de 5ha titre foncier sur le prolongement de la VDN sur la route principale collé à la cité apix.Le prix du m² sur l’annonce,85000.0,Cambérène
https://www.dakarvente.com/annonce-3925-terrain-a-vendre.html,"Terrain a vendre a Kounoune Viabiliser avec deux angles 

217mètres carrés 

Lot 368 TF No 7210/R",7500000.0,Rufisque
https://www.dakarvente.com/annonce-4031-terrain-cder-cap-skirring.html,"Terrain situé devant le bolong dans le cadre du projet BAOBAB CITY à Cap Skirring.

Palpiers à huile.

Puits

Briques non utilisées

Raccordement à effectuer pour l'eau et l'électricité (poteaux présents)",4000000.0,Ziguinchor
https://www.dakarvente.com/annonce-4044-terrain-a-vendre.html,Terrain a vendre a keur massar 150m2 a un prix abordable,9500000.0,Keur Massar
https://www.dakarvente.com/annonce-4117-des-terrain-a-vendre.html,Vend 8 terrains jumelés de 225 m2 à keur mousseux route de bayakh à 1million chaque 225m2,1000000.0,Rufisque
https://www.dakarvente.com/annonce-4118-terrain-a-vendre.html,"Terrain a vendre a la citè sipress de rufisque Pres de Zac mbao et du sedima une zone calme et securiser

Le prix c’est a 18 millions",18000000.0,Rufisque
https://www.dakarvente.com/annonce-4158-terrain-a-vendre.html,Terrains à coté de l'autoroute à péage. Titre foncier 150m2 et 170m2,14000000.0,Rufisque
https://www.dakarvente.com/annonce-4162-a-vendre-un-terrain-niague.html,Nous mettons en vente un terrain de 6ha TF sur la route principale à niague après l’entrée Lac Rose proche des habitations sicap. Le prix du m² sur l’annonce à débattre,29000.0,Rufisque
https://www.dakarvente.com/annonce-4284-terrain-fann-rsidence-pied-dans-l-eau.html,"Nous mettons en vente un terrain de 5000m² Titre Foncier à Fann Résidence sur la corniche avec 2 façades, une  sur la route principale et l'autre qui donne sur la mer. En effet c'est terrain pied dans l’eau avec une sublime vue sur la mer, idéal pour gros projet. Le prix affiché est celui du mètre carré.",1300000.0,Fann
https://www.dakarvente.com/annonce-4453-100-hectares-a-mbambilor.html,Nous mettons en vente un terrai de 100 hectares a bambilor titre foncier,15000.0,Rufisque
https://www.dakarvente.com/annonce-4455-terrain-de-367m-a-cit-keur-gorgui.html,Nous mettons en vente un terrain  a Cité Keur Gorgui 367 m2  titre foncier pas loin Auchan,180000000.0,VDN
https://www.dakarvente.com/annonce-4504-terrain-diamniadio.html,Terrain de 150m2 à diamniadio,3500000.0,Diamniadio
https://www.dakarvente.com/annonce-4508-terrain-vendre.html,"Je vends un terrain viable situant à Mbour au quartier Malicounda et non loin de la pharmacie Malicounda bambara. Ce terrain sera vendu avec des papiers légaux. Surface de ce terrain est de 300 m2, soit 15/20. Prix du est de 2 900 000 Fcfa.  Tel: 771133328. Numéro disponible sur watsapp.",2900000.0,Mbour
https://www.dakarvente.com/annonce-4601-terrain-kounoune.html,Terrain à vendre kounoune pas loin de la route principale 150 M2,65000000.0,Rufisque
https://www.dakarvente.com/annonce-4620-terrain-a-vendre.html,"Terrain a vendre a lac rose 150m2 pas loin du lac assecessible avec l’eau et electricité! 

Papier deliberation bien verifier

Prix 4millions discutable",4000000.0,Lac rose
https://www.dakarvente.com/annonce-4625-terrain-en-vente-sur-sandiara-mbour.html,"Nous avons un terrain de 2ha 500 a vendre a sadiara à 500m de la route  avec comme papier une délibération à 7 millions.

Contact: ++221774180742 / +221768491547",7000000.0,Mbour
https://www.dakarvente.com/annonce-4627-verger-en-vente-sur-nianing-mbour.html,Un verger de 1 ha est aussi a vendre sur gnaga bougou à 5 km de nianing avec plus de 30 pieds de manguier à 9 millions.,9000000.0,Mbour
https://www.dakarvente.com/annonce-4765-vente-terrains-150-keur-massar.html,Mise en vente de 35 parcelles de 150 m² à Keur Massar,5000000.0,Keur Massar
https://www.dakarvente.com/annonce-4861-a-vendre-un-terrain-keur-gorgui.html,Nous mettons en vente un terrain à keur Gorgui de 184m² titre foncier.,128800000.0,Cité Keur Gorgui
https://www.dakarvente.com/annonce-4911-drt-vend-des-terrains-cot-de-l-aroport-diass-bas-prix.html,"DAROU RAKHMANE TRADING Vend des TERRAINS à bas prix à coté de l'aéroport DIASS,TOGLOU,TOULY ..site déjà lotisser,et borner de dimensions différentes",2000000.0,Thiès
https://www.dakarvente.com/annonce-4940-terrain-a-vendre-la-lagune-la-somone-300-m2.html,"terrain a vendre la lagune la Somone 300 m2



Prix 25 mio. CFA",25000000.0,Somone
https://www.dakarvente.com/annonce-4956-terrains-vendre-bambilor.html,je vends des terrains à Bambilor déja viabilisés habités avec eau et electricité à moins de 100 métres du goudron.,3000000.0,Rufisque
https://www.dakarvente.com/annonce-5031-3-terrains-150m-moins-de-500m-de-la-mer-vendre-yene.html,Particuliers vendent trois terrains de 150m² à moins de 500m de la mer d'un coté et de la route principale de yène de l'autre. Eau et Électricité. Mise en relation directe avec les propriétaires.,12000000.0,Diamniadio
https://www.dakarvente.com/annonce-5162-terrain-300-mtre-carre-mbour.html,"OPPORTUNITÉ A SAISIR !!!

UN TERRAIN DE 300 MÈTRE CARRE A VENDRE A L’ENTRÉE DU PÉAGE DE MBOUR. 

PROCHE DES COMMERCES ET DES ECOLES. 

BONNE ACCESSIBILITÉ. A 20 MINUTES DE L’AÉROPORT ET A 40 MINUTE DE DAKAR.. 

VIABILISE EAU ET ELECTRICITÉ SUR PLACE..",5000000.0,Mbour
https://www.dakarvente.com/annonce-5180-vente-de-terrains-sur-mbour.html,"Des terrains en vente sur la localitée de mbour: 

4ha avec titre foncier  à vendre sur nianing

Terrain de 1ha a vendre sur Saly à 150 millions

1ha à vendre sur Saly à  50 millions .

Papier: délibération pour tous les terrains.

Veillez nous contacter pour plus de renseignement.",1.0,Mbour
https://www.dakarvente.com/annonce-5193-terrain-vendre-titre-foncier.html,"A KOUNOUNE

Un terrain juste derrière derrière la cité de la marine française A regarder sur le plan de masse les émetteurs de transmission de l'armée française. TF 160m2 à 13 millions

 772726012/ 779347090/ 778572995",13000000.0,Rufisque
