web-scraper-start-url,link_image-href,Details,Prix,Adresse
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=39,https://www.dakarvente.com/annonce-119-appartement-louer-mermoz.html,"Un appartement luxeux d’une superficie de 388 m², avec vue sur mer à louer à mermoz. il est composé de

4 chambres, 2 salles de bain,1 salle d’eau,1 toilette visiteurs 1 chambre domestique avec sa salle d’eau,grands dégagements, rangements, 1 grande cuisine semi équipée, 1 grande buanderie,1 grande terrasse filante avec vue sur mer,1 cave, 2 places de parking en sous-sol, 1 accès privé pour l’ascenseur de service sur palier contigu aux dépendances. 

Téléphone : 

706390686

776454715

778145360",2700000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=39,https://www.dakarvente.com/annonce-82-chambre-louer-fass.html,"Nous mettons en location une chambre cuisine partagée et deux toilettes extérieures dans un appartement fermé de deux chambre salon 4ème Étage à fass non loin de la banque bicis. nb ; une seule personne. Étudiant ou particulier.

Tel : 785156117

707115266",40000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=39,https://www.dakarvente.com/annonce-64-appartement-la-place-de-l-indpendance.html,"Grand appartement au centre ville dakar plateau à la place de l'indépendance composé de 03 grandes chambres climatisées avec - 02 salles de bain - 01 toilette visiteur - une belle cuisine - un grand salon avec balcon - des placards, balcon circulaire - double vitrage - parking, ascenseur - gardiennage, groupe électrogène...  Tel : 771915982",1300000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=39,https://www.dakarvente.com/annonce-63-appartement-libert-6-au-2me-tage.html,"Un appartement à liberté 6 au 2ème étage comprenant: 2 chambres, salon, cuisine, toilettes. 

Tel : 779816949",225000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=39,https://www.dakarvente.com/annonce-61-hann-maristes-appartement-studio.html,"Je loue un f2: chambre salon, cuisine, 2 toilettes. neuf. 

Telephone : 77090672",120000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=39,https://www.dakarvente.com/annonce-60-appartement-louer-aux-mamelles.html,"Appartement de 2 chambres salon dans un immeuble neuf aux mamelles.

réf: angel 2371 

Contacts

771847221

776313024",250000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=39,https://www.dakarvente.com/annonce-59-hann-maristes-appartement.html,"Un appartement de 2 chambres salon cuisine toilettes au 2ème étage dans un coin bien calme. 

tel : 328244200 / 338329392",200000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=39,https://www.dakarvente.com/annonce-37-appartement-lumineux-louer.html,"Appartement lumineux au rc à louer à hann marinas juste derrière l ancienne base militaire française.

il est de 3 chambres, 1 salon, 2 salles d eau, 1 toilettes visiteurs, 3 patio.

equipements: visiophone, groupe, surpresseur.

l immeuble est récent et bien entretenu. bon voisinage.

gardiennage. 

Tél : 775559746",260000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=39,https://www.dakarvente.com/annonce-36-bel-appartement-louer-petit-mbao.html,"Bel appartement à louer au petit mbao.

il comprend 3 chambres, 1 salon, 2 salle d'eau, 1 cuisine, 1 balcon.

Tél : 775402258",125000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=39,https://www.dakarvente.com/annonce-22-mamelles-appartement.html,"Nous vous proposons un appartement à louer aux mamelles composé de 3 chambres salon cuisine placards espace familial 2 salles de bain, toilettes visiteurs, balcon. gardiennage dans un quartier calme sécurisée et accessible. Tél : 771059344",275000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=39,https://www.dakarvente.com/annonce-21-villa-ndiakhirate.html,"Cité total , villa neuve comprenant 2 chambres, 1 salon, 1 cuisine, 2 toilettes, garage cour avant et arrière. 

Tél : 776382964 / 338422352",100000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=39,https://www.dakarvente.com/annonce-6-virage-appartement.html,"A louer: un appartement de 03 chambres , salon , cuisine , 3 salles de bain , 1 toilette externe au 2ème étage tout neuf , de grand standing , accessible, avec vue sur mer au virage. Contact : 776470418",1000000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=39,https://www.dakarvente.com/annonce-5-villa-r-1-mermoz.html,"Magnifique villa r+1 à mermoz pyrotechnique

composition : 04 chambres (grande chambre parentale avec dressing et balcon + grande salle de bain avec baignoire et jet), 03 salles d’eau, 01 toilette visiteur, 01 salon, 01 séjour, 02 balcons, double cuisine, 01 jardin, 01 cour, 01 garage. Tél : 775739032",1300000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-208-duplex-louer.html,"Duplex à louer sur la corniche de ouakam face à la mer avec 04 chambres, 02 salons, garage et cuisine

04 toilettes jardin.

Tel :776949444 / 776514789",1200000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-205-a-louer-4-appartements-neufs-de-type-f3-libert-6.html,"En location 4 appartement f3 de 2 chambres + un salon une cuisine et des toilettes dans un immeuble à liberté 6 derrière numéro uno. 

Tel : 775594378",225000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-206-appartement-louer.html,"à louer dans une belle résidence à yoff onomo un appartement de 3 chambres salon cuisine équipée 5 toilettes groupe parking et sécurité.

Tel 776949444 / 776514789",800000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-207-appartement-louer.html,"A louer un appartement de type f4 avec 03 chambres salon cuisine équipée plus buanderie dans une résidence avec parking groupe et ascenseur au cœur de fann résidence avec une belle vue 

Tel : 776949444",1700000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-203-appartement-spacieux-f4-mermoz.html,"Bel appartement de 3 chambres chacune avec salle de bain, cuisine semi équipée, buanderie, grand salon qui donne sur une terrasse, toilette visiteur. groupe électrogène, gardiennage 24h/24, parking, ascenseur, réservoir et suppresseur d'eau.

Tel : 776949444 / 776514789",1000000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-204-a-louer-4-appartements-neufs-de-type-f3-libert-6.html,"En location 4 appartement f3 de 2 chambres + un salon une cuisine et des toilettes dans un immeuble à liberté 6 derrière numéro uno. 

tel : 775594378",225000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-62-appartement-f3-louer.html,02 chambres avec leur salle de bain incorporée - 01 séjour - 01 cuisine - 01 toilette visiteurs - éclairage de l'appartement alimenté par panneaux solaires - réservoir de + 10 000 l avec suppresseur -belle vue sur mer - gardiennage 14h/24 - hangar pelerin à côté de ernam.  téléphone : 776359316,250000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-619-appartement-yoff.html,"Un appartement 3 chambres salon au premier étage à diamalaye près de la brioche dorée avec 1 salle de bain. 

Contact : 777622500",170000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-618-location-de-bureaux.html,"Le cabinet juridique et immobilier bbc group vous propose des bureaux partagés dans un espace de travail convivial, calme et équipé sur la route 26 près de la cité keur damel, en face du parking du stade léopold sedar senghor en bordure de route idéal pour les jeunes entrepreneurs pme et free lancer à le mois les services ci-dessus sont mis à votre disposition - café et rafraîchissant -internet à haute vitesse.

Tel : 783870077",75000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-617-location-chambre.html,"Pour des raisons de voyage, je cherche un locataire sérieux qui pourra occupé mon studio pendant mon absence. studio bien occupé : douche, cuisine, frigo, canal. 

Tel : 707658715",15000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-698-duplex-a-louer.html,"DUPLEX A LOUER 4 CHAMBRES 6 TOILETTES  DEUX COURS AV ET ARR  GARAGE POUR DEUX VOITURES 

775036407 /707128634",900000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-995-mermoz-appartement-f4-a-louer.html,"Mermoz Face Siège Sonatel ( Orange ) Immeuble , situé a 100 mètre du goudron, Accessible, Calme et Très Sécurisé , Immeuble Neuf, Appartement F4 Neuf situé du 1er au 3ème étage, Composé de 3 Chambres, Salon, Cuisine , Balcons , Salle de bain , et Toilette visiteur, situé à 15 minutes de Dakar ville, Prix de location très accessible, Location Uniquement à Usage d'Habitation ( Conditions d'entrée , nous appeler ) – Pour Informations complémentaires, contactez-nous.",500000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-999-almadie-appartement-f4-a-louer.html,"Almadie Rte des Méridien Président Immeuble R+6 Avec ascenseur + piscine+ gardiennage 24h/24 et Parking Intérieur , Appartement F3 très bien et équipé  - Appartement F4 très bien fait et équipé, Infos appelez nous",1200000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-1056-mermoz-appartement-f4-a-louer.html,"Mermoz Face Siège Sonatel ( Orange ) Immeuble , situé a 100 mètre du goudron, Accessible, Calme et Très Sécurisé , Immeuble Neuf, Appartement F4 Neuf situé du 1er au 3ème étage, Composé de 3 Chambres, Salon, Cuisine , Balcons , Salle de bain , et Toilette visiteur, situé à 15 minutes de Dakar ville, Prix de location très accessible, Location Uniquement à Usage d'Habitation ( Conditions d'entrée , nous appeler ) – Pour Informations complémentaires, contactez-nous",500000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-1063-cit-keur-gorgui-appartement-f4-a-louer.html,"Cite Keur Gorgui Appartement au 3ème etage 3 chambre sdb dans la chambres principale 1vc visiteur et une toilette familiale et un grand salon 400.000Frs/ Par Mois Pour Habitation et 500.000Frs / Par Mois Pour Bureau

Rez de Chaussée Un plateau de 323m² dont 7 salles avec 3 toillettes incorporees et un bloc de 2 toilettes 900.000Frs

Hors Taxe - Bureau Ou Autres activité Commercial Uniquement - Visite et Infos,appelez nous",500000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-1064-mamelle-appartement-studio-a-louer.html,"Mamelle Aéroport Appartement & Studio A Louer

Mamelle Aeroport , Non Loin de L’arret Bus , et du Monument de la renaissance , proche de la brioche doré

Appartement F4 – compose de 3 chambres Salon Cuisine 2 Toilettes Balcon, bien fait A Louer

Appartement F3- compose de 2 chambres Salon Cuisine 2 Toilettes Balcon, bien fait A Louer

Appartement F2 – compose de 1 chambre Salon Cuisine 2 Toilettes Balcon, bien fait ,Terrasse aménagé A Louer

Conditions d’entrée: (Nous Consulter) situe dans un quartier calme sécurisé et accessible: – Pour Infos Ou Visite, Appelez nous.,appelez nous",130000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-1065-mermoz-appartement-a-louer.html,"Mermoz Face Siège Sonatel ( Orange ) Immeuble , situé a 100 mètre du goudron, Accessible, Calme et Très Sécurisé , Immeuble Neuf, Appartement F4 Neuf situé du 1er au 3ème étage, Composé de 3 Chambres, Salon, Cuisine , Balcons , Salle de bain , et Toilette visiteur, situé à 15 minutes de Dakar ville, Prix de location très accessible, Location Uniquement à Usage d'Habitation ( Conditions d'entrée , nous appeler ) – Pour Informations complémentaires, contactez-nous",500000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-1116-appartement-louer-au-point-e.html,"A louer au point e :

appartement de 2 chambres salon + salle d'eau + wc visiteurs + cuisine + 2 balcons + place de parking. 

Tel : 774823430",470000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-1117-almadies-appartement.html,"Bonjour apparemment de 4chambre salon piscine placard chauffe eau cuisine équipée parking salle des gymnases dépendance domestique belle finition jamais habiter aux almadies près de Philippe Morris, voir photo de l'extérieur.

Contact : 778893740",2400000.0,Plateau
https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=38,https://www.dakarvente.com/annonce-1118-appartement-meubls-aux-almadies.html,"Appartements meublés trés luxueux, calme et accessible a louer sis aux Almadies par Carimmo immobiliére.

Ils sont composés de 2 chambres , salon, cuisine, toilette, chauffe eau , wifi  et climatisation dans toutes les piéces etc......

A carimmo votre satisfaction est notre sacerdose.

L'excelllence notre credo",50000.0,Plateau
